infinitivo,ending,pensyl,prepensyl,pospensyl,stem,null,null,tense,mood,class_pensyl,class_suff,1,1,conjugacion
eliminar,ar,mi,NULL,mi,n,null,null,0,1,0,en,0,1,eliminen
eliminar,ar,mi,NULL,mi,n,null,null,1,1,0,ara,1,1,eliminara
eliminar,ar,mi,NULL,mi,n,null,null,1,1,0,aras,1,1,eliminaras
eliminar,ar,mi,NULL,mi,n,null,null,1,1,0,ara,1,1,eliminara
eliminar,ar,mi,NULL,mi,n,null,null,1,1,0,áramos,1,1,elimináramos
eliminar,ar,mi,NULL,mi,n,null,null,1,1,0,arais,1,1,eliminarais
eliminar,ar,mi,NULL,mi,n,null,null,1,1,0,aran,1,1,eliminaran
eliminar,ar,mi,NULL,mi,n,null,null,3,1,0,are,1,1,eliminare
eliminar,ar,mi,NULL,mi,n,null,null,3,1,0,ares,1,1,eliminares
eliminar,ar,mi,NULL,mi,n,null,null,3,1,0,are,1,1,eliminare
eliminar,ar,mi,NULL,mi,n,null,null,3,1,0,áremos,1,1,elimináremos
eliminar,ar,mi,NULL,mi,n,null,null,3,1,0,areis,1,1,eliminareis
eliminar,ar,mi,NULL,mi,n,null,null,3,1,0,aren,1,1,eliminaren
eliminar,ar,mi,NULL,mi,n,null,null,0,2,-,?,0,null,-
eliminar,ar,mi,NULL,mi,n,null,null,0,2,0,a,0,1,elimina
eliminar,ar,mi,NULL,mi,n,null,null,0,2,0,e,0,1,elimine
eliminar,ar,mi,NULL,mi,n,null,null,0,2,0,emos,1,1,eliminemos
eliminar,ar,mi,NULL,mi,n,null,null,0,2,0,ad,0,1,eliminad
eliminar,ar,mi,NULL,mi,n,null,null,0,2,0,en,0,1,eliminen
borrar,ar,bo,NULL,bo,rr,null,null,0,0,0,o,0,1,borro
borrar,ar,bo,NULL,bo,rr,null,null,0,0,0,as,0,1,borras
borrar,ar,bo,NULL,bo,rr,null,null,0,0,0,a,0,1,borra
borrar,ar,bo,NULL,bo,rr,null,null,0,0,0,amos,1,1,borramos
borrar,ar,bo,NULL,bo,rr,null,null,0,0,0,áis,0,1,borráis
borrar,ar,bo,NULL,bo,rr,null,null,0,0,0,an,0,1,borran
borrar,ar,bo,NULL,bo,rr,null,null,1,0,0,aba,1,1,borraba
borrar,ar,bo,NULL,bo,rr,null,null,1,0,0,abas,1,1,borrabas
borrar,ar,bo,NULL,bo,rr,null,null,1,0,0,aba,1,1,borraba
borrar,ar,bo,NULL,bo,rr,null,null,1,0,0,ábamos,1,1,borrábamos
borrar,ar,bo,NULL,bo,rr,null,null,1,0,0,abais,1,1,borrabais
borrar,ar,bo,NULL,bo,rr,null,null,1,0,0,aban,1,1,borraban
borrar,ar,bo,NULL,bo,rr,null,null,2,0,0,é,0,1,borré
borrar,ar,bo,NULL,bo,rr,null,null,2,0,0,aste,1,1,borraste
borrar,ar,bo,NULL,bo,rr,null,null,2,0,0,ó,0,1,borró
borrar,ar,bo,NULL,bo,rr,null,null,2,0,0,amos,1,1,borramos
borrar,ar,bo,NULL,bo,rr,null,null,2,0,0,asteis,1,1,borrasteis
borrar,ar,bo,NULL,bo,rr,null,null,2,0,0,aron,1,1,borraron
borrar,ar,bo,NULL,bo,rr,null,null,3,0,0,aré,1,1,borraré
borrar,ar,bo,NULL,bo,rr,null,null,3,0,0,arás,1,1,borrarás
borrar,ar,bo,NULL,bo,rr,null,null,3,0,0,ará,1,1,borrará
borrar,ar,bo,NULL,bo,rr,null,null,3,0,0,aremos,1,1,borraremos
borrar,ar,bo,NULL,bo,rr,null,null,3,0,0,aréis,1,1,borraréis
borrar,ar,bo,NULL,bo,rr,null,null,3,0,0,arán,1,1,borrarán
borrar,ar,bo,NULL,bo,rr,null,null,4,0,0,aría,1,1,borraría
borrar,ar,bo,NULL,bo,rr,null,null,4,0,0,arías,1,1,borrarías
borrar,ar,bo,NULL,bo,rr,null,null,4,0,0,aría,1,1,borraría
borrar,ar,bo,NULL,bo,rr,null,null,4,0,0,aríamos,1,1,borraríamos
borrar,ar,bo,NULL,bo,rr,null,null,4,0,0,aríais,1,1,borraríais
borrar,ar,bo,NULL,bo,rr,null,null,4,0,0,arían,1,1,borrarían
borrar,ar,bo,NULL,bo,rr,null,null,0,1,0,e,0,1,borre
borrar,ar,bo,NULL,bo,rr,null,null,0,1,0,es,0,1,borres
borrar,ar,bo,NULL,bo,rr,null,null,0,1,0,e,0,1,borre
borrar,ar,bo,NULL,bo,rr,null,null,0,1,0,emos,1,1,borremos
borrar,ar,bo,NULL,bo,rr,null,null,0,1,0,éis,0,1,borréis
borrar,ar,bo,NULL,bo,rr,null,null,0,1,0,en,0,1,borren
borrar,ar,bo,NULL,bo,rr,null,null,1,1,0,ara,1,1,borrara
borrar,ar,bo,NULL,bo,rr,null,null,1,1,0,aras,1,1,borraras
borrar,ar,bo,NULL,bo,rr,null,null,1,1,0,ara,1,1,borrara
borrar,ar,bo,NULL,bo,rr,null,null,1,1,0,áramos,1,1,borráramos
borrar,ar,bo,NULL,bo,rr,null,null,1,1,0,arais,1,1,borrarais
borrar,ar,bo,NULL,bo,rr,null,null,1,1,0,aran,1,1,borraran
borrar,ar,bo,NULL,bo,rr,null,null,3,1,0,are,1,1,borrare
borrar,ar,bo,NULL,bo,rr,null,null,3,1,0,ares,1,1,borrares
borrar,ar,bo,NULL,bo,rr,null,null,3,1,0,are,1,1,borrare
borrar,ar,bo,NULL,bo,rr,null,null,3,1,0,áremos,1,1,borráremos
borrar,ar,bo,NULL,bo,rr,null,null,3,1,0,areis,1,1,borrareis
borrar,ar,bo,NULL,bo,rr,null,null,3,1,0,aren,1,1,borraren
borrar,ar,bo,NULL,bo,rr,null,null,0,2,-,?,0,null,-
borrar,ar,bo,NULL,bo,rr,null,null,0,2,0,a,0,1,borra
borrar,ar,bo,NULL,bo,rr,null,null,0,2,0,e,0,1,borre
borrar,ar,bo,NULL,bo,rr,null,null,0,2,0,emos,1,1,borremos
borrar,ar,bo,NULL,bo,rr,null,null,0,2,0,ad,0,1,borrad
borrar,ar,bo,NULL,bo,rr,null,null,0,2,0,en,0,1,borren
deleitar,ar,lei,l,ei,t,null,null,0,0,0,o,0,1,deleito
deleitar,ar,lei,l,ei,t,null,null,0,0,0,as,0,1,deleitas
deleitar,ar,lei,l,ei,t,null,null,0,0,0,a,0,1,deleita
deleitar,ar,lei,l,ei,t,null,null,0,0,0,amos,1,1,deleitamos
deleitar,ar,lei,l,ei,t,null,null,0,0,0,áis,0,1,deleitáis
deleitar,ar,lei,l,ei,t,null,null,0,0,0,an,0,1,deleitan
deleitar,ar,lei,l,ei,t,null,null,1,0,0,aba,1,1,deleitaba
deleitar,ar,lei,l,ei,t,null,null,1,0,0,abas,1,1,deleitabas
deleitar,ar,lei,l,ei,t,null,null,1,0,0,aba,1,1,deleitaba
deleitar,ar,lei,l,ei,t,null,null,1,0,0,ábamos,1,1,deleitábamos
deleitar,ar,lei,l,ei,t,null,null,1,0,0,abais,1,1,deleitabais
deleitar,ar,lei,l,ei,t,null,null,1,0,0,aban,1,1,deleitaban
deleitar,ar,lei,l,ei,t,null,null,2,0,0,é,0,1,deleité
deleitar,ar,lei,l,ei,t,null,null,2,0,0,aste,1,1,deleitaste
deleitar,ar,lei,l,ei,t,null,null,2,0,0,ó,0,1,deleitó
deleitar,ar,lei,l,ei,t,null,null,2,0,0,amos,1,1,deleitamos
deleitar,ar,lei,l,ei,t,null,null,2,0,0,asteis,1,1,deleitasteis
deleitar,ar,lei,l,ei,t,null,null,2,0,0,aron,1,1,deleitaron
deleitar,ar,lei,l,ei,t,null,null,3,0,0,aré,1,1,deleitaré
deleitar,ar,lei,l,ei,t,null,null,3,0,0,arás,1,1,deleitarás
deleitar,ar,lei,l,ei,t,null,null,3,0,0,ará,1,1,deleitará
deleitar,ar,lei,l,ei,t,null,null,3,0,0,aremos,1,1,deleitaremos
deleitar,ar,lei,l,ei,t,null,null,3,0,0,aréis,1,1,deleitaréis
deleitar,ar,lei,l,ei,t,null,null,3,0,0,arán,1,1,deleitarán
deleitar,ar,lei,l,ei,t,null,null,4,0,0,aría,1,1,deleitaría
deleitar,ar,lei,l,ei,t,null,null,4,0,0,arías,1,1,deleitarías
deleitar,ar,lei,l,ei,t,null,null,4,0,0,aría,1,1,deleitaría
deleitar,ar,lei,l,ei,t,null,null,4,0,0,aríamos,1,1,deleitaríamos
deleitar,ar,lei,l,ei,t,null,null,4,0,0,aríais,1,1,deleitaríais
deleitar,ar,lei,l,ei,t,null,null,4,0,0,arían,1,1,deleitarían
deleitar,ar,lei,l,ei,t,null,null,0,1,0,e,0,1,deleite
deleitar,ar,lei,l,ei,t,null,null,0,1,0,es,0,1,deleites
deleitar,ar,lei,l,ei,t,null,null,0,1,0,e,0,1,deleite
deleitar,ar,lei,l,ei,t,null,null,0,1,0,emos,1,1,deleitemos
deleitar,ar,lei,l,ei,t,null,null,0,1,0,éis,0,1,deleitéis
deleitar,ar,lei,l,ei,t,null,null,0,1,0,en,0,1,deleiten
deleitar,ar,lei,l,ei,t,null,null,1,1,0,ara,1,1,deleitara
deleitar,ar,lei,l,ei,t,null,null,1,1,0,aras,1,1,deleitaras
deleitar,ar,lei,l,ei,t,null,null,1,1,0,ara,1,1,deleitara
deleitar,ar,lei,l,ei,t,null,null,1,1,0,áramos,1,1,deleitáramos
deleitar,ar,lei,l,ei,t,null,null,1,1,0,arais,1,1,deleitarais
deleitar,ar,lei,l,ei,t,null,null,1,1,0,aran,1,1,deleitaran
deleitar,ar,lei,l,ei,t,null,null,3,1,0,are,1,1,deleitare
deleitar,ar,lei,l,ei,t,null,null,3,1,0,ares,1,1,deleitares
deleitar,ar,lei,l,ei,t,null,null,3,1,0,are,1,1,deleitare
deleitar,ar,lei,l,ei,t,null,null,3,1,0,áremos,1,1,deleitáremos
deleitar,ar,lei,l,ei,t,null,null,3,1,0,areis,1,1,deleitareis
deleitar,ar,lei,l,ei,t,null,null,3,1,0,aren,1,1,deleitaren
deleitar,ar,lei,l,ei,t,null,null,0,2,-,?,0,null,-
deleitar,ar,lei,l,ei,t,null,null,0,2,0,a,0,1,deleita
deleitar,ar,lei,l,ei,t,null,null,0,2,0,e,0,1,deleite
deleitar,ar,lei,l,ei,t,null,null,0,2,0,emos,1,1,deleitemos
deleitar,ar,lei,l,ei,t,null,null,0,2,0,ad,0,1,deleitad
deleitar,ar,lei,l,ei,t,null,null,0,2,0,en,0,1,deleiten
repartir,ir,par,p,ar,t,null,null,0,0,0,o,0,1,reparto
repartir,ir,par,p,ar,t,null,null,0,0,0,es,0,1,repartes
repartir,ir,par,p,ar,t,null,null,0,0,0,e,0,1,reparte
repartir,ir,par,p,ar,t,null,null,0,0,0,imos,1,1,repartimos
repartir,ir,par,p,ar,t,null,null,0,0,0,ís,0,1,repartís
repartir,ir,par,p,ar,t,null,null,0,0,0,en,0,1,reparten
repartir,ir,par,p,ar,t,null,null,1,0,0,ía,1,1,repartía
repartir,ir,par,p,ar,t,null,null,1,0,0,ías,1,1,repartías
repartir,ir,par,p,ar,t,null,null,1,0,0,ía,1,1,repartía
repartir,ir,par,p,ar,t,null,null,1,0,0,íamos,1,1,repartíamos
repartir,ir,par,p,ar,t,null,null,1,0,0,íais,1,1,repartíais
repartir,ir,par,p,ar,t,null,null,1,0,0,ían,1,1,repartían
repartir,ir,par,p,ar,t,null,null,2,0,0,í,0,1,repartí
repartir,ir,par,p,ar,t,null,null,2,0,0,iste,1,1,repartiste
repartir,ir,par,p,ar,t,null,null,2,0,0,ió,0,1,repartió
repartir,ir,par,p,ar,t,null,null,2,0,0,imos,1,1,repartimos
repartir,ir,par,p,ar,t,null,null,2,0,0,isteis,1,1,repartisteis
repartir,ir,par,p,ar,t,null,null,2,0,0,ieron,1,1,repartieron
repartir,ir,par,p,ar,t,null,null,3,0,0,iré,1,1,repartiré
repartir,ir,par,p,ar,t,null,null,3,0,0,irás,1,1,repartirás
repartir,ir,par,p,ar,t,null,null,3,0,0,irá,1,1,repartirá
repartir,ir,par,p,ar,t,null,null,3,0,0,iremos,1,1,repartiremos
repartir,ir,par,p,ar,t,null,null,3,0,0,iréis,1,1,repartiréis
repartir,ir,par,p,ar,t,null,null,3,0,0,irán,1,1,repartirán
repartir,ir,par,p,ar,t,null,null,4,0,0,iría,1,1,repartiría
repartir,ir,par,p,ar,t,null,null,4,0,0,irías,1,1,repartirías
repartir,ir,par,p,ar,t,null,null,4,0,0,iría,1,1,repartiría
repartir,ir,par,p,ar,t,null,null,4,0,0,iríamos,1,1,repartiríamos
repartir,ir,par,p,ar,t,null,null,4,0,0,iríais,1,1,repartiríais
repartir,ir,par,p,ar,t,null,null,4,0,0,irían,1,1,repartirían
repartir,ir,par,p,ar,t,null,null,0,1,0,a,0,1,reparta
repartir,ir,par,p,ar,t,null,null,0,1,0,as,0,1,repartas
repartir,ir,par,p,ar,t,null,null,0,1,0,a,0,1,reparta
repartir,ir,par,p,ar,t,null,null,0,1,0,amos,1,1,repartamos
repartir,ir,par,p,ar,t,null,null,0,1,0,áis,0,1,repartáis
repartir,ir,par,p,ar,t,null,null,0,1,0,an,0,1,repartan
repartir,ir,par,p,ar,t,null,null,1,1,0,iera,1,1,repartiera
repartir,ir,par,p,ar,t,null,null,1,1,0,ieras,1,1,repartieras
repartir,ir,par,p,ar,t,null,null,1,1,0,iera,1,1,repartiera
repartir,ir,par,p,ar,t,null,null,1,1,0,iéramos,1,1,repartiéramos
repartir,ir,par,p,ar,t,null,null,1,1,0,ierais,1,1,repartierais
repartir,ir,par,p,ar,t,null,null,1,1,0,ieran,1,1,repartieran
repartir,ir,par,p,ar,t,null,null,3,1,0,iere,1,1,repartiere
repartir,ir,par,p,ar,t,null,null,3,1,0,ieres,1,1,repartieres
repartir,ir,par,p,ar,t,null,null,3,1,0,iere,1,1,repartiere
repartir,ir,par,p,ar,t,null,null,3,1,0,iéremos,1,1,repartiéremos
repartir,ir,par,p,ar,t,null,null,3,1,0,iereis,1,1,repartiereis
repartir,ir,par,p,ar,t,null,null,3,1,0,ieren,1,1,repartieren
repartir,ir,par,p,ar,t,null,null,0,2,-,?,0,null,-
repartir,ir,par,p,ar,t,null,null,0,2,0,e,0,1,reparte
repartir,ir,par,p,ar,t,null,null,0,2,0,a,0,1,reparta
repartir,ir,par,p,ar,t,null,null,0,2,0,amos,1,1,repartamos
repartir,ir,par,p,ar,t,null,null,0,2,0,id,0,1,repartid
repartir,ir,par,p,ar,t,null,null,0,2,0,an,0,1,repartan
depender,er,pen,p,en,d,null,null,0,0,0,o,0,1,dependo
depender,er,pen,p,en,d,null,null,0,0,0,es,0,1,dependes
depender,er,pen,p,en,d,null,null,0,0,0,e,0,1,depende
depender,er,pen,p,en,d,null,null,0,0,0,emos,1,1,dependemos
depender,er,pen,p,en,d,null,null,0,0,0,éis,0,1,dependéis
depender,er,pen,p,en,d,null,null,0,0,0,en,0,1,dependen
depender,er,pen,p,en,d,null,null,1,0,0,ía,1,1,dependía
depender,er,pen,p,en,d,null,null,1,0,0,ías,1,1,dependías
depender,er,pen,p,en,d,null,null,1,0,0,ía,1,1,dependía
depender,er,pen,p,en,d,null,null,1,0,0,íamos,1,1,dependíamos
depender,er,pen,p,en,d,null,null,1,0,0,íais,1,1,dependíais
depender,er,pen,p,en,d,null,null,1,0,0,ían,1,1,dependían
depender,er,pen,p,en,d,null,null,2,0,0,í,0,1,dependí
depender,er,pen,p,en,d,null,null,2,0,0,iste,1,1,dependiste
depender,er,pen,p,en,d,null,null,2,0,0,ió,0,1,dependió
depender,er,pen,p,en,d,null,null,2,0,0,imos,1,1,dependimos
depender,er,pen,p,en,d,null,null,2,0,0,isteis,1,1,dependisteis
depender,er,pen,p,en,d,null,null,2,0,0,ieron,1,1,dependieron
depender,er,pen,p,en,d,null,null,3,0,0,eré,1,1,dependeré
depender,er,pen,p,en,d,null,null,3,0,0,erás,1,1,dependerás
depender,er,pen,p,en,d,null,null,3,0,0,erá,1,1,dependerá
depender,er,pen,p,en,d,null,null,3,0,0,eremos,1,1,dependeremos
depender,er,pen,p,en,d,null,null,3,0,0,eréis,1,1,dependeréis
depender,er,pen,p,en,d,null,null,3,0,0,erán,1,1,dependerán
depender,er,pen,p,en,d,null,null,4,0,0,ería,1,1,dependería
depender,er,pen,p,en,d,null,null,4,0,0,erías,1,1,dependerías
depender,er,pen,p,en,d,null,null,4,0,0,ería,1,1,dependería
depender,er,pen,p,en,d,null,null,4,0,0,eríamos,1,1,dependeríamos
depender,er,pen,p,en,d,null,null,4,0,0,eríais,1,1,dependeríais
depender,er,pen,p,en,d,null,null,4,0,0,erían,1,1,dependerían
depender,er,pen,p,en,d,null,null,0,1,0,a,0,1,dependa
depender,er,pen,p,en,d,null,null,0,1,0,as,0,1,dependas
depender,er,pen,p,en,d,null,null,0,1,0,a,0,1,dependa
depender,er,pen,p,en,d,null,null,0,1,0,amos,1,1,dependamos
depender,er,pen,p,en,d,null,null,0,1,0,áis,0,1,dependáis
depender,er,pen,p,en,d,null,null,0,1,0,an,0,1,dependan
depender,er,pen,p,en,d,null,null,1,1,0,iera,1,1,dependiera
depender,er,pen,p,en,d,null,null,1,1,0,ieras,1,1,dependieras
depender,er,pen,p,en,d,null,null,1,1,0,iera,1,1,dependiera
depender,er,pen,p,en,d,null,null,1,1,0,iéramos,1,1,dependiéramos
depender,er,pen,p,en,d,null,null,1,1,0,ierais,1,1,dependierais
depender,er,pen,p,en,d,null,null,1,1,0,ieran,1,1,dependieran
depender,er,pen,p,en,d,null,null,3,1,0,iere,1,1,dependiere
depender,er,pen,p,en,d,null,null,3,1,0,ieres,1,1,dependieres
depender,er,pen,p,en,d,null,null,3,1,0,iere,1,1,dependiere
depender,er,pen,p,en,d,null,null,3,1,0,iéremos,1,1,dependiéremos
depender,er,pen,p,en,d,null,null,3,1,0,iereis,1,1,dependiereis
depender,er,pen,p,en,d,null,null,3,1,0,ieren,1,1,dependieren
depender,er,pen,p,en,d,null,null,0,2,-,?,0,null,-
depender,er,pen,p,en,d,null,null,0,2,0,e,0,1,depende
depender,er,pen,p,en,d,null,null,0,2,0,a,0,1,dependa
depender,er,pen,p,en,d,null,null,0,2,0,amos,1,1,dependamos
depender,er,pen,p,en,d,null,null,0,2,0,ed,0,1,depended
depender,er,pen,p,en,d,null,null,0,2,0,an,0,1,dependan
describir,ir,cri,c,ri,b,null,null,0,0,0,o,0,1,describo
describir,ir,cri,c,ri,b,null,null,0,0,0,es,0,1,describes
describir,ir,cri,c,ri,b,null,null,0,0,0,e,0,1,describe
describir,ir,cri,c,ri,b,null,null,0,0,0,imos,1,1,describimos
describir,ir,cri,c,ri,b,null,null,0,0,0,ís,0,1,describís
describir,ir,cri,c,ri,b,null,null,0,0,0,en,0,1,describen
describir,ir,cri,c,ri,b,null,null,1,0,0,ía,1,1,describía
describir,ir,cri,c,ri,b,null,null,1,0,0,ías,1,1,describías
describir,ir,cri,c,ri,b,null,null,1,0,0,ía,1,1,describía
describir,ir,cri,c,ri,b,null,null,1,0,0,íamos,1,1,describíamos
describir,ir,cri,c,ri,b,null,null,1,0,0,íais,1,1,describíais
describir,ir,cri,c,ri,b,null,null,1,0,0,ían,1,1,describían
describir,ir,cri,c,ri,b,null,null,2,0,0,í,0,1,describí
describir,ir,cri,c,ri,b,null,null,2,0,0,iste,1,1,describiste
describir,ir,cri,c,ri,b,null,null,2,0,0,ió,0,1,describió
describir,ir,cri,c,ri,b,null,null,2,0,0,imos,1,1,describimos
describir,ir,cri,c,ri,b,null,null,2,0,0,isteis,1,1,describisteis
describir,ir,cri,c,ri,b,null,null,2,0,0,ieron,1,1,describieron
describir,ir,cri,c,ri,b,null,null,3,0,0,iré,1,1,describiré
describir,ir,cri,c,ri,b,null,null,3,0,0,irás,1,1,describirás
describir,ir,cri,c,ri,b,null,null,3,0,0,irá,1,1,describirá
describir,ir,cri,c,ri,b,null,null,3,0,0,iremos,1,1,describiremos
describir,ir,cri,c,ri,b,null,null,3,0,0,iréis,1,1,describiréis
describir,ir,cri,c,ri,b,null,null,3,0,0,irán,1,1,describirán
describir,ir,cri,c,ri,b,null,null,4,0,0,iría,1,1,describiría
describir,ir,cri,c,ri,b,null,null,4,0,0,irías,1,1,describirías
describir,ir,cri,c,ri,b,null,null,4,0,0,iría,1,1,describiría
describir,ir,cri,c,ri,b,null,null,4,0,0,iríamos,1,1,describiríamos
describir,ir,cri,c,ri,b,null,null,4,0,0,iríais,1,1,describiríais
describir,ir,cri,c,ri,b,null,null,4,0,0,irían,1,1,describirían
describir,ir,cri,c,ri,b,null,null,0,1,0,a,0,1,describa
describir,ir,cri,c,ri,b,null,null,0,1,0,as,0,1,describas
describir,ir,cri,c,ri,b,null,null,0,1,0,a,0,1,describa
describir,ir,cri,c,ri,b,null,null,0,1,0,amos,1,1,describamos
describir,ir,cri,c,ri,b,null,null,0,1,0,áis,0,1,describáis
describir,ir,cri,c,ri,b,null,null,0,1,0,an,0,1,describan
describir,ir,cri,c,ri,b,null,null,1,1,0,iera,1,1,describiera
describir,ir,cri,c,ri,b,null,null,1,1,0,ieras,1,1,describieras
describir,ir,cri,c,ri,b,null,null,1,1,0,iera,1,1,describiera
describir,ir,cri,c,ri,b,null,null,1,1,0,iéramos,1,1,describiéramos
describir,ir,cri,c,ri,b,null,null,1,1,0,ierais,1,1,describierais
describir,ir,cri,c,ri,b,null,null,1,1,0,ieran,1,1,describieran
describir,ir,cri,c,ri,b,null,null,3,1,0,iere,1,1,describiere
describir,ir,cri,c,ri,b,null,null,3,1,0,ieres,1,1,describieres
describir,ir,cri,c,ri,b,null,null,3,1,0,iere,1,1,describiere
describir,ir,cri,c,ri,b,null,null,3,1,0,iéremos,1,1,describiéremos
describir,ir,cri,c,ri,b,null,null,3,1,0,iereis,1,1,describiereis
describir,ir,cri,c,ri,b,null,null,3,1,0,ieren,1,1,describieren
describir,ir,cri,c,ri,b,null,null,0,2,-,?,0,null,-
describir,ir,cri,c,ri,b,null,null,0,2,0,e,0,1,describe
describir,ir,cri,c,ri,b,null,null,0,2,0,a,0,1,describa
describir,ir,cri,c,ri,b,null,null,0,2,0,amos,1,1,describamos
describir,ir,cri,c,ri,b,null,null,0,2,0,id,0,1,describid
describir,ir,cri,c,ri,b,null,null,0,2,0,an,0,1,describan
merecer,er,re,NULL,re,c,null,null,0,0,rez,o,1,1,merezco
merecer,er,re,NULL,re,c,null,null,0,0,0,es,0,1,mereces
merecer,er,re,NULL,re,c,null,null,0,0,0,e,0,1,merece
merecer,er,re,NULL,re,c,null,null,0,0,0,emos,1,1,merecemos
merecer,er,re,NULL,re,c,null,null,0,0,0,éis,0,1,merecéis
merecer,er,re,NULL,re,c,null,null,0,0,0,en,0,1,merecen
merecer,er,re,NULL,re,c,null,null,1,0,0,ía,1,1,merecía
merecer,er,re,NULL,re,c,null,null,1,0,0,ías,1,1,merecías
merecer,er,re,NULL,re,c,null,null,1,0,0,ía,1,1,merecía
merecer,er,re,NULL,re,c,null,null,1,0,0,íamos,1,1,merecíamos
merecer,er,re,NULL,re,c,null,null,1,0,0,íais,1,1,merecíais
merecer,er,re,NULL,re,c,null,null,1,0,0,ían,1,1,merecían
merecer,er,re,NULL,re,c,null,null,2,0,0,í,0,1,merecí
merecer,er,re,NULL,re,c,null,null,2,0,0,iste,1,1,mereciste
merecer,er,re,NULL,re,c,null,null,2,0,0,ió,0,1,mereció
merecer,er,re,NULL,re,c,null,null,2,0,0,imos,1,1,merecimos
merecer,er,re,NULL,re,c,null,null,2,0,0,isteis,1,1,merecisteis
merecer,er,re,NULL,re,c,null,null,2,0,0,ieron,1,1,merecieron
merecer,er,re,NULL,re,c,null,null,3,0,0,eré,1,1,mereceré
merecer,er,re,NULL,re,c,null,null,3,0,0,erás,1,1,merecerás
merecer,er,re,NULL,re,c,null,null,3,0,0,erá,1,1,merecerá
merecer,er,re,NULL,re,c,null,null,3,0,0,eremos,0,1,mereceremos
merecer,er,re,NULL,re,c,null,null,3,0,0,eréis,1,1,mereceréis
merecer,er,re,NULL,re,c,null,null,3,0,0,erán,1,1,merecerán
merecer,er,re,NULL,re,c,null,null,4,0,0,ería,1,1,merecería
merecer,er,re,NULL,re,c,null,null,4,0,0,erías,1,1,merecerías
merecer,er,re,NULL,re,c,null,null,4,0,0,ería,1,1,merecería
merecer,er,re,NULL,re,c,null,null,4,0,0,eríamos,1,1,mereceríamos
merecer,er,re,NULL,re,c,null,null,4,0,0,eríais,1,1,mereceríais
merecer,er,re,NULL,re,c,null,null,4,0,0,erían,1,1,merecerían
merecer,er,re,NULL,re,c,null,null,0,1,rez,a,1,1,merezca
merecer,er,re,NULL,re,c,null,null,0,1,rez,as,1,1,merezcas
merecer,er,re,NULL,re,c,null,null,0,1,rez,a,1,1,merezca
merecer,er,re,NULL,re,c,null,null,0,1,rez,amos,1,1,merezcamos
merecer,er,re,NULL,re,c,null,null,0,1,rez,áis,1,1,merezcáis
merecer,er,re,NULL,re,c,null,null,0,1,rez,an,1,1,merezcan
merecer,er,re,NULL,re,c,null,null,1,1,0,iera,1,1,mereciera
merecer,er,re,NULL,re,c,null,null,1,1,0,ieras,1,1,merecieras
merecer,er,re,NULL,re,c,null,null,1,1,0,iera,1,1,mereciera
merecer,er,re,NULL,re,c,null,null,1,1,0,iéramos,1,1,mereciéramos
merecer,er,re,NULL,re,c,null,null,1,1,0,ierais,1,1,merecierais
merecer,er,re,NULL,re,c,null,null,1,1,0,ieran,1,1,merecieran
merecer,er,re,NULL,re,c,null,null,3,1,0,iere,1,1,mereciere
merecer,er,re,NULL,re,c,null,null,3,1,0,ieres,1,1,merecieres
merecer,er,re,NULL,re,c,null,null,3,1,0,iere,1,1,mereciere
merecer,er,re,NULL,re,c,null,null,3,1,0,iéremos,0,1,mereciéremos
merecer,er,re,NULL,re,c,null,null,3,1,0,iereis,1,1,mereciereis
merecer,er,re,NULL,re,c,null,null,3,1,0,ieren,1,1,merecieren
merecer,er,re,NULL,re,c,null,null,0,2,-,?,0,null,-
merecer,er,re,NULL,re,c,null,null,0,2,0,e,0,1,merece
merecer,er,re,NULL,re,c,null,null,0,2,rez,a,1,1,merezca
merecer,er,re,NULL,re,c,null,null,0,2,rez,amos,1,1,merezcamos
merecer,er,re,NULL,re,c,null,null,0,2,0,ed,0,1,mereced
merecer,er,re,NULL,re,c,null,null,0,2,rez,an,1,1,merezcan
destruir,ir,des,d,es,tru,null,null,0,0,0,yo,1,1,destruyo
destruir,ir,des,d,es,tru,null,null,0,0,0,yes,1,1,destruyes
destruir,ir,des,d,es,tru,null,null,0,0,0,ye,1,1,destruye
destruir,ir,des,d,es,tru,null,null,0,0,0,imos,1,1,destruimos
destruir,ir,des,d,es,tru,null,null,0,0,0,ís,0,1,destruís
destruir,ir,des,d,es,tru,null,null,0,0,0,yen,1,1,destruyen
destruir,ir,des,d,es,tru,null,null,1,0,0,ía,1,1,destruía
destruir,ir,des,d,es,tru,null,null,1,0,0,ías,1,1,destruías
destruir,ir,des,d,es,tru,null,null,1,0,0,ía,1,1,destruía
destruir,ir,des,d,es,tru,null,null,1,0,0,íamos,1,1,destruíamos
destruir,ir,des,d,es,tru,null,null,1,0,0,íais,1,1,destruíais
destruir,ir,des,d,es,tru,null,null,1,0,0,ían,1,1,destruían
destruir,ir,des,d,es,tru,null,null,2,0,0,í,0,1,destruí
destruir,ir,des,d,es,tru,null,null,2,0,0,iste,1,1,destruiste
destruir,ir,des,d,es,tru,null,null,2,0,0,yó,1,1,destruyó
destruir,ir,des,d,es,tru,null,null,2,0,0,imos,1,1,destruimos
destruir,ir,des,d,es,tru,null,null,2,0,0,isteis,1,1,destruisteis
destruir,ir,des,d,es,tru,null,null,2,0,0,yeron,1,1,destruyeron
